lat&lon,name_of_business,distance_on_4sq,address
48.85345855607243_2.3772463581947094,Yoshi,764,193 boulevard Voltaire
48.85345855607243_2.3772463581947094,L'Ange 20,775,44 rue des Tournelles
48.85345855607243_2.3772463581947094,Yard,964,"6 rue de mont Louis, 11e"
48.85345855607243_2.3772463581947094,Caves Saint Gilles,863,4 rue Saint-Gilles
48.85345855607243_2.3772463581947094,Restaurant aux Cadrans du P.L.M.,889,21 Quinquies boulevard Diderot
48.85345855607243_2.3772463581947094,Café Hugo,827,22 place des Vosges
48.85345855607243_2.3772463581947094,Caves Saint Sabin,788,50 rue Saint Sabin
48.85345855607243_2.3772463581947094,Les Cent Kilos,864,2 rue de la Folie de Mericourt
48.85345855607243_2.3772463581947094,Patricks le Ballon Vert,744,33 rue de Montreuil
48.85345855607243_2.3772463581947094,Brasserie Rosie,337,53 rue du Faubourg Saint-Antoine
48.85345855607243_2.3772463581947094,La Parisienne,869,22 boulevard Diderot
48.85345855607243_2.3772463581947094,MK2 Bastille,629,4 boulevard Beaumarchais
48.8703459_2.3842214,Demain c'est loin,238,9 rue Julien Lacroix
48.8703459_2.3842214,Le Baratin,323,3 rue Jouye-Rouve
48.8703459_2.3842214,Il Posto,426,356 rue des Pyrénées
48.8703459_2.3842214,Combat,361,63 rue de Belleville
48.8703459_2.3842214,Culture Rapide,358,103 rue Julien Lacroix
48.8703459_2.3842214,Le Grand Bain,433,14 rue Denoyez
48.8703459_2.3842214,Cô My Cantine,318,18 rue de Ménilmontant
48.8703459_2.3842214,Le Perchoir,577,"14 rue Crespin du Gast, 11e"
48.8703459_2.3842214,Le Taïs,458,129 boulevard de Ménilmontant
48.8703459_2.3842214,Bouche,503,85 rue Jean-Pierre Timbaud
48.8703459_2.3842214,La Bellevilloise,612,19-21 rue Boyer
48.8703459_2.3842214,La Fine Mousse,636,6 et 4bis avenue Jean Aicard
48.8703459_2.3842214,Saigon Sandwich,573,8 rue de la Présentation
48.8703459_2.3842214,The Hood,660,80 rue Jean Pierre Timbaud le Citizen Hotel
48.8703459_2.3842214,Botzaris Café,623,2 rue Botzaris 75019
48.8703459_2.3842214,Cheval d'Or,653,21 rue de la Villette
48.8703459_2.3842214,Lou Pascalou,466,14 rue des Panoyaux
48.8703459_2.3842214,A la bière comme à la bière,567,353 rue des Pyrénées
48.8703459_2.3842214,Studio de l'Ermitage,547,12 rue de l'Ermitage
48.8703459_2.3842214,Raviolis du Nord-est de la Chine,699,11 rue Civiale
48.8703459_2.3842214,Dong Huong,543,"14 rue Louis Bonnet, 11e"
48.8703459_2.3842214,Steel Cyclewear & Coffeeshop,795,58 rue de la Fontaine au Roi
48.8703459_2.3842214,Aux Folies,513,"8 rue de Belleville, 20e"
48.8703459_2.3842214,Atelier des Lumières,964,38 rue Saint-Maur
48.8703459_2.3842214,La Buvette,894,67 rue Saint-Maur
48.8703459_2.3842214,Le Pavillon Puebla,842,"Parc des Buttes Chaumont, avenue Darcel"
48.8703459_2.3842214,Nun's Café,689,112 rue Saint Maur
48.8703459_2.3842214,Le Chateaubriand,960,"129 avenue Parmentier, 11e"
48.8703459_2.3842214,Le Tablier Rouge,952,40 rue de la Chine
48.8703459_2.3842214,Aux Ours,956,236 rue des Pyrénées
48.8703459_2.3842214,Yann Couvreur Pâtisserie,985,137 avenue Parmentier
48.8703459_2.3842214,Oishi,891,122 avenue Parmentier
48.8703459_2.3842214,Les Triplettes de Bellevilles,399,102 boulevard de Belleville
48.8703459_2.3842214,Le Bariolé,488,103 rue de Belleville
48.8703459_2.3842214,La Java,764,"105 rue du Faubourg du Temple, 11e"
48.8703459_2.3842214,Théâtre Popul'Air du Reinitas,357,36 rue Henri Chevreau
48.8703459_2.3842214,L'Atelier Libanais,377,91 rue de Belleville
48.8703459_2.3842214,La Sardine,932,32 place Sainte-Marthe
48.8703459_2.3842214,Les Enfants terribles,918,25 rue Lacharrière
48.8703459_2.3842214,Double Dragon,922,52 rue Saint-Maur
48.8703459_2.3842214,Cannibale Café,411,"93 rue jean pierre timbaud, Paris"
48.8703459_2.3842214,Les Polissons,847,1 avenue Gambetta
48.8703459_2.3842214,Bapbap,860,79 rue Saint-Maur
48.8703459_2.3842214,L'Assassin,343,99 rue Jean Pierre Timbaud
48.8703459_2.3842214,La Cagnotte,550,13 rue Jean Baptiste Dumay
48.8703459_2.3842214,Café Charbon,683,"109 rue Oberkampf, 11e"
48.8703459_2.3842214,Stand'art Café,570,102 boulevard de Ménilmontant
48.8703459_2.3842214,Oberkafé,527,133 rue Oberkampf
48.8703459_2.3842214,Le Barouf,539,115 rue de Belleville
48.8703459_2.3842214,Aux Bons Amis,758,11 rue de l'Atlas
48.876156054271_2.3609149083206,Les Enfants Perdus,210,9 rue des Récollets
48.876156054271_2.3609149083206,Pâtisserie Boulangerie Liberté,345,39 rue des Vinaigriers
48.876156054271_2.3609149083206,Early June,395,19 rue Jean Poulmarch
48.876156054271_2.3609149083206,Résidence Kann Coffee Shop,354,28 rue des Vinaigriers
48.876156054271_2.3609149083206,Le Comptoir Général,535,80-82 quai de Jemmapes
48.876156054271_2.3609149083206,Du Pain et des Idées,564,"34 rue Yves Toudic, 10e"
48.876156054271_2.3609149083206,Holybelly 5,578,19 rue Lucien Sampaix
48.876156054271_2.3609149083206,Jah Jah By le Tricycle,664,11 rue des Petites Ecuries
48.876156054271_2.3609149083206,CopperBay,749,"5 rue Bouchardon, 10e"
48.876156054271_2.3609149083206,Le Perchoir de l'Est,90,10 place du Onze Novembre 1918
48.876156054271_2.3609149083206,Libertino by Big Mamma,791,44 rue de Paradis
48.876156054271_2.3609149083206,Immersion,567,8 rue Lucien Sampaix
48.876156054271_2.3609149083206,Paris New York,698,50 rue du Faubourg Saint-Denis
48.876156054271_2.3609149083206,Dumbo,664,14 rue des Petites Ecuries
48.876156054271_2.3609149083206,Saravanaa Bhavan,492,170 rue du Faubourg Saint-Denis
48.876156054271_2.3609149083206,I.B.U,786,20 cour des Petites Écuries
48.876156054271_2.3609149083206,Starbucks,134,place du Onze Novembre 1918 Gare de l'Est
48.876156054271_2.3609149083206,ISTR,994,41 rue Notre Dame de Nazareth
48.876156054271_2.3609149083206,NENI Paris,581,12 boulevard de Denain
48.876156054271_2.3609149083206,Point Éphémère,829,"200 quai de Valmy, 10e"
48.876156054271_2.3609149083206,Brasserie Bellanger,958,140 rue du Faubourg Poissonnière
48.876156054271_2.3609149083206,Pic Nic,911,28 rue de l'Échiquier
48.876156054271_2.3609149083206,Brussels Beer Project,591,47 bis rue Bichat
48.876156054271_2.3609149083206,La Maison Bleue,733,7 place Franz Liszt
48.876156054271_2.3609149083206,Khayma rooftop,658,9-11 place du Colonel Fabien
48.876156054271_2.3609149083206,La Cidrerie,751,51 quai de Valmy
48.876156054271_2.3609149083206,Les Parigots,769,5 rue du Château d'Eau
48.876156054271_2.3609149083206,Palais des Glaces,945,37 rue du Faubourg du Temple
48.876156054271_2.3609149083206,La Marine,699,55 quai de Valmy
48.876156054271_2.3609149083206,Yann Couvreur Pâtisserie,986,137 avenue Parmentier
48.876156054271_2.3609149083206,Elmer,989,30 rue Notre Dame de Nazareth
48.876156054271_2.3609149083206,Belushi's Gare du Nord,414,5 rue de Dunkerque
48.876156054271_2.3609149083206,Le Brady,623,39 boulevard de Strasbourg
48.876156054271_2.3609149083206,Burger And Fries,947,1 boulevard de Bonne Nouvelle rue Saint-Denis
48.876156054271_2.3609149083206,Bombay Palace,403,149 rue du Faubourg Saint-Denis
48.876156054271_2.3609149083206,Martin Bar,853,40 bis rue René Boulanger
48.876156054271_2.3609149083206,Chez Prune,569,36 rue Beaurepaire quai de Valmy
48.876156054271_2.3609149083206,Le Plomb du Cantal,863,4 boulevard Saint Denis
48.876156054271_2.3609149083206,El Guacamole,531,37 rue Yves Toudic
48.876156054271_2.3609149083206,Brasserie Julien,841,16 rue du Faubourg Saint-Denis
48.876156054271_2.3609149083206,Carton Bio,589,6 boulevard de Denain
48.876156054271_2.3609149083206,Bo&Mie,919,359 rue Saint-Martin
48.876156054271_2.3609149083206,République of Coffee,901,2 boulevard Saint-Martin
48.876156054271_2.3609149083206,Le café de l'église,692,2 place Franz Liszt
48.876156054271_2.3609149083206,The Cork and Cavan,646,"70 quai de Jemmapes, 10e"
48.876156054271_2.3609149083206,Aux Péchés Normands,949,9 rue du Faubourg du Temple 75010
48.876156054271_2.3609149083206,Le Sully,875,13 rue du Faubourg Saint-Denis
48.876156054271_2.3609149083206,L'Atmosphère,231,"49 rue Lucien Sampaix, 10e"
48.876156054271_2.3609149083206,Burger King,253,93 boulevard de Strasbourg
48.876156054271_2.3609149083206,La Petite Louise,557,54 rue du Château d'Eau
48.844867319554_2.3825789350545,Barracuda,75,10 place du Colonel Bourgoin
48.844867319554_2.3825789350545,Ground Control,206,"81 rue du Charolais, 12e"
48.844867319554_2.3825789350545,Gusto,214,"134 bis, rue de Charenton"
48.844867319554_2.3825789350545,Café le Repaire,202,100 avenue Daumesnil
48.844867319554_2.3825789350545,Le Baron Rouge,628,1 rue Théophile Roussel
48.844867319554_2.3825789350545,Anco,633,108 rue de Bercy
48.844867319554_2.3825789350545,Le Social Bar,631,25 rue Villiot
48.844867319554_2.3825789350545,East Mamma,776,133 rue du Faubourg Saint-Antoine
48.844867319554_2.3825789350545,La Cinémathèque française,847,51 rue de Bercy
48.844867319554_2.3825789350545,Blé Sucré,754,7 rue Antoine Vollon 75012
48.844867319554_2.3825789350545,Le Pop-Up du Label,595,14 rue Abel
48.844867319554_2.3825789350545,Dersou,928,"21 rue St-Nicolas, 12e"
48.844867319554_2.3825789350545,L'Arrosoir,350,73 75 avenue Daumesnil
48.844867319554_2.3825789350545,Passerini,757,65 rue Traversière
48.844867319554_2.3825789350545,Le Train Bleu,677,1 place Louis Armand
48.844867319554_2.3825789350545,Bistrot Paul Bert,840,"18 rue Paul Bert, 11e"
48.844867319554_2.3825789350545,Louie Louie,980,78 rue de Charonne
48.844867319554_2.3825789350545,Clamato,988,"80 rue de Charonne, Paris"
48.844867319554_2.3825789350545,Septime,991,"80 rue de Charonne, 11e"
48.844867319554_2.3825789350545,Pret A Manger,634,place Louis Armand
48.844867319554_2.3825789350545,L'Églantine,989,21 rue Fabre d'Eglantine
48.844867319554_2.3825789350545,Le Chat Bossu,709,126 rue du Faubourg Saint Antoine
48.844867319554_2.3825789350545,Café Titon,940,"34 rue Titon, 11e"
48.844867319554_2.3825789350545,Le Chalet Savoyard,978,"58 rue de Charonne, 11e"
48.844867319554_2.3825789350545,Café A l'Express de Lyon,783,1 rue de Lyon
48.844867319554_2.3825789350545,American Express Live Bar,633,8 boulevard de Bercy
48.844867319554_2.3825789350545,La Terrasse de Bercy,652,102 rue de Bercy
48.844867319554_2.3825789350545,Les Cuves de Fauve,966,64 rue de Charonne
48.844867319554_2.3825789350545,Le Bistro de Lyon,651,6 rue Michel Chasles
48.844867319554_2.3825789350545,Le Pure Café,934,"14 rue Jean Macé, 11e"
48.844867319554_2.3825789350545,Passager,957,107 avenue Ledru Rollin
48.844867319554_2.3825789350545,Les Blouses Blanches,586,186 rue du Faubourg Saint-Antoine
48.844867319554_2.3825789350545,Restaurant aux Cadrans du P.L.M.,710,21 Quinquies boulevard Diderot
48.844867319554_2.3825789350545,Eric Kayser,862,13 boulevard Diderot
48.844867319554_2.3825789350545,La Parisienne,577,22 boulevard Diderot
48.844867319554_2.3825789350545,Patricks le Ballon Vert,689,33 rue de Montreuil
48.844867319554_2.3825789350545,Bistrot du Métro,692,102 rue de Bercy
48.844867319554_2.3825789350545,Subway,540,85 rue de Reuilly
48.844867319554_2.3825789350545,Le Bercy Café,591,118 rue de Bercy
48.844867319554_2.3825789350545,La Promenade Brasserie,545,32 avenue Dausmenil
48.844867319554_2.3825789350545,Toto Sushi,8,151 rue de Charenton
48.844867319554_2.3825789350545,Café Terminus Lyon,799,19 boulevard Diderot
48.844867319554_2.3825789350545,Le Remontalou,108,82 avenue Daumesnil
48.844867319554_2.3825789350545,L'Européen,736,"21 bis, boulevard Diderot"
48.844867319554_2.3825789350545,Le Papa Cabane,774,rue Paul Belmondo
48.844867319554_2.3825789350545,Le Triomphe,930,6 place de la Nation
48.844867319554_2.3825789350545,Les 3 Frères,304,1 boulevard de Denain
48.844867319554_2.3825789350545,Starbucks,655,place Louis Armand
48.844867319554_2.3825789350545,MK2 Nation,859,133 boulevard Diderot
48.844867319554_2.3825789350545,Menier Laurence,470,30 boulevard Diderot
48.90245471981591_2.3128929734230046,Polette,341,115 boulevard Victor Hugo
48.90245471981591_2.3128929734230046,Churrasqueira Do Povo,355,7 rue Curton
48.90245471981591_2.3128929734230046,Creperie le Galichon,440,46-66 rue Henri Barbusse
48.90245471981591_2.3128929734230046,Kawasaki,122,8 rue Madame de Sanzillon
48.90245471981591_2.3128929734230046,Burger King,929,187 avenue de Clichy
48.90245471981591_2.3128929734230046,Le coq noir,429,92 boulevard Victor Hugo
48.90245471981591_2.3128929734230046,Mezzo Di Pasta,115,47 boulevard du Général Leclerc
48.90245471981591_2.3128929734230046,Crepier Gourmet,131,25 rue Madame Staël
48.90245471981591_2.3128929734230046,Sushi Sun,246,33 boulevard du Général Leclerc
48.90245471981591_2.3128929734230046,La Cantine par Score Services,298,62 rue d'Alsace
48.90245471981591_2.3128929734230046,Le Petit Solognot,387,2 rue Morice
48.90245471981591_2.3128929734230046,La Selva,388,34 rue Villeneuve
48.90245471981591_2.3128929734230046,Elior Services Propreté et Santé,409,92-98 boulevard Victor Hugo
48.90245471981591_2.3128929734230046,Le Grenier Clichois,466,22 rue Villeneuve
48.90245471981591_2.3128929734230046,First Café,693,102 rue Martre
48.90245471981591_2.3128929734230046,Le Fournil de Paris,468,80 rue Martre
48.90245471981591_2.3128929734230046,Burger King,513,34 rue Mozart
48.90245471981591_2.3128929734230046,Cafétéria OCÉAN,529,30 rue Mozart
48.90245471981591_2.3128929734230046,Bakery,730,149 boulevard Victor Hugo
48.90245471981591_2.3128929734230046,Le Havane,533,45 boulevard Jean Jaurès
48.90245471981591_2.3128929734230046,Boulangerie Patisserie de Tradition,578,66 boulevard Jean Jaurès
48.90245471981591_2.3128929734230046,Greta TOP Formation,593,118 boulevard Bessières
48.90245471981591_2.3128929734230046,Juicy Burger Clichy,619,167 boulevard Victor Hugo
48.90245471981591_2.3128929734230046,Le Retro Burger,642,52 rue de Paris
48.90245471981591_2.3128929734230046,Chez Francois,681,21 rue de Paris
48.90245471981591_2.3128929734230046,Les Mignardises,694,70 rue de Neuilly
48.90245471981591_2.3128929734230046,Oursel,740,3 rue du Landy
48.90245471981591_2.3128929734230046,Café de l’église,752,1 rue du Landy
48.90245471981591_2.3128929734230046,Le P'tit Jardin,838,55 rue de Neuilly
48.90245471981591_2.3128929734230046,Paul Scarlett's Restaurant,847,7 avenue de la Porte de Clichy
48.90245471981591_2.3128929734230046,ENC,855,70 boulevard Bessieres
48.90245471981591_2.3128929734230046,Plan A,875,49 rue de Neuilly
48.90245471981591_2.3128929734230046,Akroz,879,16 rue Jean Walter
48.90245471981591_2.3128929734230046,Beirutos,905,19 rue Henri Barbusse
48.90245471981591_2.3128929734230046,Green is Better,932,14 rue Jean Walter
48.90245471981591_2.3128929734230046,Les Deux Coupoles,935,192 a avenue de Clichy
48.90245471981591_2.3128929734230046,Burger society,966,78 rue Pouchet
48.90245471981591_2.3128929734230046,McDonald's,663,93 boulevard Jean Jaurès
48.90245471981591_2.3128929734230046,Sarl Msa,110,3 rue Madame de Sanzillon
48.90245471981591_2.3128929734230046,Avanos,285,89 boulevard Victor Hugo
48.90245471981591_2.3128929734230046,Clichy Sculpture,340,8 rue Curton
48.90245471981591_2.3128929734230046,L'Italienne de Restauration la Romantica,432,73 boulevard Jean Jaurès
48.90245471981591_2.3128929734230046,Frutuoso Fremando,479,81 boulevard du Général Leclerc
48.90245471981591_2.3128929734230046,Ali Baba,56755,56 boulevard du Général Leclerc
48.90245471981591_2.3128929734230046,Espace Henry Miller,550,3 rue du Docteur Albert Calmette
48.90245471981591_2.3128929734230046,Rutebeuf,572,2 rue Andre-le-Notre
48.90245471981591_2.3128929734230046,Le Retro,632,52 rue de Paris
48.90245471981591_2.3128929734230046,Tokyo Sushi,633,3 rue Villeneuve
48.90245471981591_2.3128929734230046,Ambulances Arc en Ciel,657,43 Q rue de Paris
48.90245471981591_2.3128929734230046,Café Clichy,683,23 rue Dagobert
48.87433037756048_2.3621229082345963,Les Enfants Perdus,14,9 rue des Récollets
48.87433037756048_2.3621229082345963,Pâtisserie Boulangerie Liberté,145,39 rue des Vinaigriers
48.87433037756048_2.3621229082345963,Résidence Kann Coffee Shop,133,28 rue des Vinaigriers
48.87433037756048_2.3621229082345963,Le Comptoir Général,330,80-82 quai de Jemmapes
48.87433037756048_2.3621229082345963,Du Pain et des Idées,347,"34 rue Yves Toudic, 10e"
48.87433037756048_2.3621229082345963,Holybelly 5,407,19 rue Lucien Sampaix
48.87433037756048_2.3621229082345963,CopperBay,610,"5 rue Bouchardon, 10e"
48.87433037756048_2.3621229082345963,Jah Jah By le Tricycle,676,11 rue des Petites Ecuries
48.87433037756048_2.3621229082345963,Paris New York,660,50 rue du Faubourg Saint-Denis
48.87433037756048_2.3621229082345963,ISTR,830,41 rue Notre Dame de Nazareth
48.87433037756048_2.3621229082345963,Libertino by Big Mamma,887,44 rue de Paradis
48.87433037756048_2.3621229082345963,Dumbo,685,14 rue des Petites Ecuries
48.87433037756048_2.3621229082345963,Bon Esprit,886,310 rue Saint-Martin
48.87433037756048_2.3621229082345963,Umami Matcha Café,877,22 rue Béranger
48.87433037756048_2.3621229082345963,La Marine,479,55 quai de Valmy
48.87433037756048_2.3621229082345963,Palais des Glaces,729,37 rue du Faubourg du Temple
48.87433037756048_2.3621229082345963,Bouillon République,937,39 boulevard du Temple
48.87433037756048_2.3621229082345963,Yann Couvreur Pâtisserie,788,137 avenue Parmentier
48.87433037756048_2.3621229082345963,Point Éphémère,937,"200 quai de Valmy, 10e"
48.87433037756048_2.3621229082345963,Elmer,803,30 rue Notre Dame de Nazareth
48.87433037756048_2.3621229082345963,Chez Prune,349,36 rue Beaurepaire quai de Valmy
48.87433037756048_2.3621229082345963,Khayma rooftop,686,9-11 place du Colonel Fabien
48.87433037756048_2.3621229082345963,Martin Bar,656,40 bis rue René Boulanger
48.87433037756048_2.3621229082345963,NENI Paris,787,12 boulevard de Denain
48.87433037756048_2.3621229082345963,Le Brady,554,39 boulevard de Strasbourg
48.87433037756048_2.3621229082345963,Burger And Fries,874,1 boulevard de Bonne Nouvelle rue Saint-Denis
